"","analysis_type","analysis_var","analysis_var_value","group_var","group_var_value","stat","stat_low","stat_upp","n","n_total","n_w","n_w_total","analysis_key"
"372.29","prop_select_one","edu_barrier_d","Lack_of_appropriate_and_accessible_school","wgq_dis_2","1",0.111916055269494,0.0642906978458681,0.159541412693121,40,254,26.4883525128967,236.68054104581,"prop_select_one @/@ edu_barrier_d %/% Lack_of_appropriate_and_accessible_school @/@ wgq_dis_2 %/% 1"
"372.30","prop_select_one","edu_barrier_d","Lack_of_or_poor_quality_of_teachers","wgq_dis_2","1",0.00176957053155966,-0.00171168645486686,0.00525082751798618,1,254,0.418822910828262,236.68054104581,"prop_select_one @/@ edu_barrier_d %/% Lack_of_or_poor_quality_of_teachers @/@ wgq_dis_2 %/% 1"
"372.31","prop_select_one","edu_barrier_d","Language_issues","wgq_dis_2","1",0.00996558653583572,-0.00145903742508196,0.0213902104967534,3,254,2.35866041314044,236.68054104581,"prop_select_one @/@ edu_barrier_d %/% Language_issues @/@ wgq_dis_2 %/% 1"
"372.32","prop_select_one","edu_barrier_d","Marriage_engagement_and_or_pregnancy","wgq_dis_2","1",0.0171461212187596,-0.013993998068345,0.0482862405058642,2,254,4.05815324689307,236.68054104581,"prop_select_one @/@ edu_barrier_d %/% Marriage_engagement_and_or_pregnancy @/@ wgq_dis_2 %/% 1"
"372.33","prop_select_one","edu_barrier_d","Protection_risks_whilst_travelling_to_the_school","wgq_dis_2","1",0.0083599822239183,-0.00184957168977036,0.018569536137607,3,254,1.97864511589034,236.68054104581,"prop_select_one @/@ edu_barrier_d %/% Protection_risks_whilst_travelling_to_the_school @/@ wgq_dis_2 %/% 1"
"372.34","prop_select_one","edu_barrier_d","School_has_been_closed_due_to_damage_natural_disaster_conflict","wgq_dis_2","1",0.00632145851516197,-0.00252108288361127,0.0151639999139352,2,254,1.49616622156718,236.68054104581,"prop_select_one @/@ edu_barrier_d %/% School_has_been_closed_due_to_damage_natural_disaster_conflict @/@ wgq_dis_2 %/% 1"
"372.35","prop_select_one","edu_barrier_d","The_childs_disability_or_health_issues_prevents_them_from_accessing_school","wgq_dis_2","1",0.568897303992347,0.474188255799287,0.663606352185408,123,254,134.646921708411,236.68054104581,"prop_select_one @/@ edu_barrier_d %/% The_childs_disability_or_health_issues_prevents_them_from_accessing_school @/@ wgq_dis_2 %/% 1"
"372.36","prop_select_one","edu_barrier_d","There_is_a_lack_of_interest_Education_is_not_a_priority_either_for_the_child_or_the_household","wgq_dis_2","1",0.0646557942787758,0.0268556054186804,0.102455983138871,22,254,15.3027683716472,236.68054104581,"prop_select_one @/@ edu_barrier_d %/% There_is_a_lack_of_interest_Education_is_not_a_priority_either_for_the_child_or_the_household @/@ wgq_dis_2 %/% 1"
"372.37","prop_select_one","edu_barrier_d","Unable_to_enroll_in_school_due_to_lack_of_documentation","wgq_dis_2","1",0.0024531928987058,-0.00236966915125829,0.00727605494866989,1,254,0.580623022555428,236.68054104581,"prop_select_one @/@ edu_barrier_d %/% Unable_to_enroll_in_school_due_to_lack_of_documentation @/@ wgq_dis_2 %/% 1"
"372.38","prop_select_one","edu_barrier_d","Unable_to_enroll_in_school_due_to_recent_displacement_return_displacement_since_after_the_start_of_the_school_year","wgq_dis_2","1",0.0280329167505959,-0.00263417474437235,0.0587000082455642,5,254,6.63484590362318,236.68054104581,"prop_select_one @/@ edu_barrier_d %/% Unable_to_enroll_in_school_due_to_recent_displacement_return_displacement_since_after_the_start_of_the_school_year @/@ wgq_dis_2 %/% 1"
"372.39","prop_select_one","edu_barrier_d",NA,"wgq_dis_2","1",NA,NA,NA,244,NA,NA,NA,"prop_select_one @/@ edu_barrier_d %/% NA @/@ wgq_dis_2 %/% 1"
"373.1","prop_select_one","edu_ind_no_access_d","0","wgq_dis_2 %/% child_gender_d","0 %/% Boys",0.672945893158672,0.652273388243707,0.693618398073637,3954,6147,4224.44986594632,6277.54758427547,"prop_select_one @/@ edu_ind_no_access_d %/% 0 @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Boys"
"373.2","prop_select_one","edu_ind_no_access_d","1","wgq_dis_2 %/% child_gender_d","0 %/% Boys",0.327054106841328,0.306381601926363,0.347726611756293,2193,6147,2053.09771832915,6277.54758427547,"prop_select_one @/@ edu_ind_no_access_d %/% 1 @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Boys"
"373.3","prop_select_one","edu_ind_no_access_d","0","wgq_dis_2 %/% child_gender_d","0 %/% Girls",0.667647506390788,0.646665500298125,0.68862951248345,3747,5917,3867.00898757361,5791.9919576696,"prop_select_one @/@ edu_ind_no_access_d %/% 0 @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Girls"
"373.4","prop_select_one","edu_ind_no_access_d","1","wgq_dis_2 %/% child_gender_d","0 %/% Girls",0.332352493609212,0.31137048751655,0.353334499701875,2170,5917,1924.982970096,5791.9919576696,"prop_select_one @/@ edu_ind_no_access_d %/% 1 @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Girls"
"373.5","prop_select_one","edu_ind_no_access_d","0","wgq_dis_2 %/% child_gender_d","1 %/% Boys",0.528622421547653,0.43299838478658,0.624246458308725,128,279,138.609933928295,262.209713924895,"prop_select_one @/@ edu_ind_no_access_d %/% 0 @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Boys"
"373.6","prop_select_one","edu_ind_no_access_d","1","wgq_dis_2 %/% child_gender_d","1 %/% Boys",0.471377578452347,0.375753541691275,0.56700161521342,151,279,123.5997799966,262.209713924895,"prop_select_one @/@ edu_ind_no_access_d %/% 1 @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Boys"
"373.7","prop_select_one","edu_ind_no_access_d","0","wgq_dis_2 %/% child_gender_d","1 %/% Girls",0.53093196380604,0.412917648111547,0.648946279500532,114,219,129.173017958401,243.294860291348,"prop_select_one @/@ edu_ind_no_access_d %/% 0 @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Girls"
"373.8","prop_select_one","edu_ind_no_access_d","1","wgq_dis_2 %/% child_gender_d","1 %/% Girls",0.46906803619396,0.351053720499468,0.587082351888453,105,219,114.121842332946,243.294860291348,"prop_select_one @/@ edu_ind_no_access_d %/% 1 @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Girls"
"374.1","prop_select_one","edu_barrier_d","Cannot_afford_the_direct_costs_of_education_e_g_tuition_supplies_transportation","wgq_dis_2 %/% child_gender_d","0 %/% Boys",0.318846861401809,0.282523479230145,0.355170243573472,600,2180,652.0187950123,2044.92775041191,"prop_select_one @/@ edu_barrier_d %/% Cannot_afford_the_direct_costs_of_education_e_g_tuition_supplies_transportation @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Boys"
"374.2","prop_select_one","edu_barrier_d","Child_is_associated_with_armed_forces_or_armed_groups","wgq_dis_2 %/% child_gender_d","0 %/% Boys",0.00150539526266237,8.73002719105171e-05,0.00292349025341422,6,2180,3.07842454795691,2044.92775041191,"prop_select_one @/@ edu_barrier_d %/% Child_is_associated_with_armed_forces_or_armed_groups @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Boys"
"374.3","prop_select_one","edu_barrier_d","Child_needs_to_work_at_home_or_on_the_households_own_farm_I_e_is_not_earning_an_income_for_these_activities_but_may_allow_other_family_members_to_earn_an_income","wgq_dis_2 %/% child_gender_d","0 %/% Boys",0.0343926602392836,0.0192285707865071,0.0495567496920602,62,2180,70.3305053337996,2044.92775041191,"prop_select_one @/@ edu_barrier_d %/% Child_needs_to_work_at_home_or_on_the_households_own_farm_I_e_is_not_earning_an_income_for_these_activities_but_may_allow_other_family_members_to_earn_an_income @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Boys"
"374.4","prop_select_one","edu_barrier_d","Child_participating_in_income_generating_activities_outside_of_the_home","wgq_dis_2 %/% child_gender_d","0 %/% Boys",0.121164299109322,0.0997777579978078,0.142550840220837,228,2180,247.772237607863,2044.92775041191,"prop_select_one @/@ edu_barrier_d %/% Child_participating_in_income_generating_activities_outside_of_the_home @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Boys"
"374.5","prop_select_one","edu_barrier_d","Curriculum_and_or_the_certificates_issued_by_school_are_not_perceived_to_be_useful_for_the_household","wgq_dis_2 %/% child_gender_d","0 %/% Boys",0.006823041486647,0.00373690606739539,0.00990917690589861,27,2180,13.9526268782562,2044.92775041191,"prop_select_one @/@ edu_barrier_d %/% Curriculum_and_or_the_certificates_issued_by_school_are_not_perceived_to_be_useful_for_the_household @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Boys"
"374.6","prop_select_one","edu_barrier_d","Discrimination_or_stigmatization_of_the_child_for_any_reason","wgq_dis_2 %/% child_gender_d","0 %/% Boys",0.00134400431212191,-5.8802922891019e-05,0.00274681154713483,4,2180,2.74839171453136,2044.92775041191,"prop_select_one @/@ edu_barrier_d %/% Discrimination_or_stigmatization_of_the_child_for_any_reason @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Boys"
"374.7","prop_select_one","edu_barrier_d","Dont_know","wgq_dis_2 %/% child_gender_d","0 %/% Boys",0.00130076691547784,0.000239847248558711,0.00236168658239697,10,2180,2.65997436227834,2044.92775041191,"prop_select_one @/@ edu_barrier_d %/% Dont_know @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Boys"
"374.8","prop_select_one","edu_barrier_d","Lack_of_appropriate_and_accessible_school","wgq_dis_2 %/% child_gender_d","0 %/% Boys",0.160940427711929,0.13380952989631,0.188071325527549,441,2180,329.111546791287,2044.92775041191,"prop_select_one @/@ edu_barrier_d %/% Lack_of_appropriate_and_accessible_school @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Boys"
"374.9","prop_select_one","edu_barrier_d","Lack_of_or_poor_quality_of_teachers","wgq_dis_2 %/% child_gender_d","0 %/% Boys",0.018449779058321,0.0131520774174266,0.0237474806992155,69,2180,37.7284651853292,2044.92775041191,"prop_select_one @/@ edu_barrier_d %/% Lack_of_or_poor_quality_of_teachers @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Boys"
"374.10","prop_select_one","edu_barrier_d","Language_issues","wgq_dis_2 %/% child_gender_d","0 %/% Boys",0.000936986336586922,-0.000208447527202079,0.00208242020037592,3,2180,1.9160693614434,2044.92775041191,"prop_select_one @/@ edu_barrier_d %/% Language_issues @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Boys"
"374.11","prop_select_one","edu_barrier_d","Marriage_engagement_and_or_pregnancy","wgq_dis_2 %/% child_gender_d","0 %/% Boys",0.000663311655797172,-0.000266438936534254,0.0015930622481286,2,2180,1.35642441211131,2044.92775041191,"prop_select_one @/@ edu_barrier_d %/% Marriage_engagement_and_or_pregnancy @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Boys"
"374.12","prop_select_one","edu_barrier_d","Prefer_not_to_answer","wgq_dis_2 %/% child_gender_d","0 %/% Boys",0.00408364809743443,-0.00389569726488065,0.0120629934597495,1,2180,8.35076531736049,2044.92775041191,"prop_select_one @/@ edu_barrier_d %/% Prefer_not_to_answer @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Boys"
"374.13","prop_select_one","edu_barrier_d","Protection_risks_whilst_at_the_school","wgq_dis_2 %/% child_gender_d","0 %/% Boys",0.00568698904929162,0.00164777627803604,0.00972620182054721,12,2180,11.6294817231851,2044.92775041191,"prop_select_one @/@ edu_barrier_d %/% Protection_risks_whilst_at_the_school @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Boys"
"374.14","prop_select_one","edu_barrier_d","Protection_risks_whilst_travelling_to_the_school","wgq_dis_2 %/% child_gender_d","0 %/% Boys",0.00420591940793741,0.00182000984454362,0.00659182897133119,14,2180,8.60080131328725,2044.92775041191,"prop_select_one @/@ edu_barrier_d %/% Protection_risks_whilst_travelling_to_the_school @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Boys"
"374.15","prop_select_one","edu_barrier_d","School_does_not_have_enough_classrooms_that_are_usable","wgq_dis_2 %/% child_gender_d","0 %/% Boys",0.0170036577330836,0.000509051937092678,0.0334982635290744,18,2180,34.7712515568887,2044.92775041191,"prop_select_one @/@ edu_barrier_d %/% School_does_not_have_enough_classrooms_that_are_usable @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Boys"
"374.16","prop_select_one","edu_barrier_d","School_has_been_closed_due_to_damage_natural_disaster_conflict","wgq_dis_2 %/% child_gender_d","0 %/% Boys",0.0103944732619616,-0.00152002868448331,0.0223089752084064,14,2180,21.2559468242998,2044.92775041191,"prop_select_one @/@ edu_barrier_d %/% School_has_been_closed_due_to_damage_natural_disaster_conflict @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Boys"
"374.17","prop_select_one","edu_barrier_d","Schools_WASH_facilities_are_in_poor_condition_or_not_available","wgq_dis_2 %/% child_gender_d","0 %/% Boys",0.000206388647906502,-0.000198460671648288,0.000611237967461292,1,2180,0.422049873473999,2044.92775041191,"prop_select_one @/@ edu_barrier_d %/% Schools_WASH_facilities_are_in_poor_condition_or_not_available @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Boys"
"374.18","prop_select_one","edu_barrier_d","The_childs_disability_or_health_issues_prevents_them_from_accessing_school","wgq_dis_2 %/% child_gender_d","0 %/% Boys",0.00739624708380653,-0.000931493521807421,0.0157239876894205,10,2180,15.1247909105792,2044.92775041191,"prop_select_one @/@ edu_barrier_d %/% The_childs_disability_or_health_issues_prevents_them_from_accessing_school @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Boys"
"374.19","prop_select_one","edu_barrier_d","There_is_a_lack_of_interest_Education_is_not_a_priority_either_for_the_child_or_the_household","wgq_dis_2 %/% child_gender_d","0 %/% Boys",0.242625670336115,0.213721400374067,0.271529940298162,586,2180,496.151966232613,2044.92775041191,"prop_select_one @/@ edu_barrier_d %/% There_is_a_lack_of_interest_Education_is_not_a_priority_either_for_the_child_or_the_household @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Boys"
"374.20","prop_select_one","edu_barrier_d","Unable_to_enroll_in_school_due_to_lack_of_documentation","wgq_dis_2 %/% child_gender_d","0 %/% Boys",0.0223362138493012,0.0054116825515625,0.0392607451470399,25,2180,45.675943539571,2044.92775041191,"prop_select_one @/@ edu_barrier_d %/% Unable_to_enroll_in_school_due_to_lack_of_documentation @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Boys"
"374.21","prop_select_one","edu_barrier_d","Unable_to_enroll_in_school_due_to_recent_displacement_return_displacement_since_after_the_start_of_the_school_year","wgq_dis_2 %/% child_gender_d","0 %/% Boys",0.0196932590432048,0.0125389798253217,0.0268475382610879,47,2180,40.2712919134999,2044.92775041191,"prop_select_one @/@ edu_barrier_d %/% Unable_to_enroll_in_school_due_to_recent_displacement_return_displacement_since_after_the_start_of_the_school_year @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Boys"
"374.22","prop_select_one","edu_barrier_d",NA,"wgq_dis_2 %/% child_gender_d","0 %/% Boys",NA,NA,NA,3967,NA,NA,NA,"prop_select_one @/@ edu_barrier_d %/% NA @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Boys"
"374.23","prop_select_one","edu_barrier_d","Cannot_afford_the_direct_costs_of_education_e_g_tuition_supplies_transportation","wgq_dis_2 %/% child_gender_d","0 %/% Girls",0.331106066712689,0.295862515054488,0.366349618370889,622,2163,636.269962038728,1921.64996659768,"prop_select_one @/@ edu_barrier_d %/% Cannot_afford_the_direct_costs_of_education_e_g_tuition_supplies_transportation @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Girls"
"374.24","prop_select_one","edu_barrier_d","Child_needs_to_work_at_home_or_on_the_households_own_farm_I_e_is_not_earning_an_income_for_these_activities_but_may_allow_other_family_members_to_earn_an_income","wgq_dis_2 %/% child_gender_d","0 %/% Girls",0.0175454334267273,0.00432106412652196,0.0307698027269326,29,2163,33.7161815584123,1921.64996659768,"prop_select_one @/@ edu_barrier_d %/% Child_needs_to_work_at_home_or_on_the_households_own_farm_I_e_is_not_earning_an_income_for_these_activities_but_may_allow_other_family_members_to_earn_an_income @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Girls"
"374.25","prop_select_one","edu_barrier_d","Child_participating_in_income_generating_activities_outside_of_the_home","wgq_dis_2 %/% child_gender_d","0 %/% Girls",0.0204798979698797,0.0071399279921609,0.0338198679475986,42,2163,39.3551952497433,1921.64996659768,"prop_select_one @/@ edu_barrier_d %/% Child_participating_in_income_generating_activities_outside_of_the_home @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Girls"
"374.26","prop_select_one","edu_barrier_d","Curriculum_and_or_the_certificates_issued_by_school_are_not_perceived_to_be_useful_for_the_household","wgq_dis_2 %/% child_gender_d","0 %/% Girls",0.0116894560798279,0.00731987406873837,0.0160590380909174,36,2163,22.4630428853463,1921.64996659768,"prop_select_one @/@ edu_barrier_d %/% Curriculum_and_or_the_certificates_issued_by_school_are_not_perceived_to_be_useful_for_the_household @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Girls"
"374.27","prop_select_one","edu_barrier_d","Discrimination_or_stigmatization_of_the_child_for_any_reason","wgq_dis_2 %/% child_gender_d","0 %/% Girls",0.000478828207943051,-0.000460166666945633,0.00141782308283174,1,2163,0.920140209799792,1921.64996659768,"prop_select_one @/@ edu_barrier_d %/% Discrimination_or_stigmatization_of_the_child_for_any_reason @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Girls"
"374.28","prop_select_one","edu_barrier_d","Dont_know","wgq_dis_2 %/% child_gender_d","0 %/% Girls",0.000957375999560821,0.000166710402555139,0.0017480415965665,8,2163,1.83974155757747,1921.64996659768,"prop_select_one @/@ edu_barrier_d %/% Dont_know @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Girls"
"374.29","prop_select_one","edu_barrier_d","Lack_of_appropriate_and_accessible_school","wgq_dis_2 %/% child_gender_d","0 %/% Girls",0.20030015143452,0.171221083318363,0.229379219550677,506,2163,384.906779313655,1921.64996659768,"prop_select_one @/@ edu_barrier_d %/% Lack_of_appropriate_and_accessible_school @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Girls"
"374.30","prop_select_one","edu_barrier_d","Lack_of_or_poor_quality_of_teachers","wgq_dis_2 %/% child_gender_d","0 %/% Girls",0.0162626076305971,0.0118816117487394,0.0206436035124548,63,2163,31.2510394101281,1921.64996659768,"prop_select_one @/@ edu_barrier_d %/% Lack_of_or_poor_quality_of_teachers @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Girls"
"374.31","prop_select_one","edu_barrier_d","Language_issues","wgq_dis_2 %/% child_gender_d","0 %/% Girls",0.00127838282185451,-0.000248420871043068,0.00280518651475209,3,2163,2.45660430691577,1921.64996659768,"prop_select_one @/@ edu_barrier_d %/% Language_issues @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Girls"
"374.32","prop_select_one","edu_barrier_d","Marriage_engagement_and_or_pregnancy","wgq_dis_2 %/% child_gender_d","0 %/% Girls",0.0216978802005162,0.0137867576979953,0.0296090027030371,57,2163,41.6957307625624,1921.64996659768,"prop_select_one @/@ edu_barrier_d %/% Marriage_engagement_and_or_pregnancy @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Girls"
"374.33","prop_select_one","edu_barrier_d","Prefer_not_to_answer","wgq_dis_2 %/% child_gender_d","0 %/% Girls",0.00315191739701858,-0.000985938139249749,0.00728977293328691,3,2163,6.0568819606994,1921.64996659768,"prop_select_one @/@ edu_barrier_d %/% Prefer_not_to_answer @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Girls"
"374.34","prop_select_one","edu_barrier_d","Protection_risks_whilst_at_the_school","wgq_dis_2 %/% child_gender_d","0 %/% Girls",0.00681507769819396,0.00153698321315106,0.0120931721832369,14,2163,13.096193831095,1921.64996659768,"prop_select_one @/@ edu_barrier_d %/% Protection_risks_whilst_at_the_school @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Girls"
"374.35","prop_select_one","edu_barrier_d","Protection_risks_whilst_travelling_to_the_school","wgq_dis_2 %/% child_gender_d","0 %/% Girls",0.0270823284472292,0.0114811246241646,0.0426835322702938,42,2163,52.0427555560054,1921.64996659768,"prop_select_one @/@ edu_barrier_d %/% Protection_risks_whilst_travelling_to_the_school @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Girls"
"374.36","prop_select_one","edu_barrier_d","School_does_not_have_enough_classrooms_that_are_usable","wgq_dis_2 %/% child_gender_d","0 %/% Girls",0.01327671069788,0.000706894003378911,0.0258465273923812,23,2163,25.5131906691083,1921.64996659768,"prop_select_one @/@ edu_barrier_d %/% School_does_not_have_enough_classrooms_that_are_usable @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Girls"
"374.37","prop_select_one","edu_barrier_d","School_has_been_closed_due_to_damage_natural_disaster_conflict","wgq_dis_2 %/% child_gender_d","0 %/% Girls",0.0059379861186651,0.00131285444241145,0.0105631177949187,15,2163,11.4107308265903,1921.64996659768,"prop_select_one @/@ edu_barrier_d %/% School_has_been_closed_due_to_damage_natural_disaster_conflict @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Girls"
"374.38","prop_select_one","edu_barrier_d","The_child_has_already_graduated_from_secondary_education","wgq_dis_2 %/% child_gender_d","0 %/% Girls",0.000237143689024272,-0.000228013731166268,0.000702301109214812,1,2163,0.455707162092343,1921.64996659768,"prop_select_one @/@ edu_barrier_d %/% The_child_has_already_graduated_from_secondary_education @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Girls"
"374.39","prop_select_one","edu_barrier_d","The_childs_disability_or_health_issues_prevents_them_from_accessing_school","wgq_dis_2 %/% child_gender_d","0 %/% Girls",0.00497148470595994,0.00170417354388457,0.00823879586803531,12,2163,9.55345341914879,1921.64996659768,"prop_select_one @/@ edu_barrier_d %/% The_childs_disability_or_health_issues_prevents_them_from_accessing_school @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Girls"
"374.40","prop_select_one","edu_barrier_d","There_is_a_ban_preventing_child_from_attending","wgq_dis_2 %/% child_gender_d","0 %/% Girls",0.00694453536732298,-0.00522982544695628,0.0191188961816022,3,2163,13.3449661566526,1921.64996659768,"prop_select_one @/@ edu_barrier_d %/% There_is_a_ban_preventing_child_from_attending @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Girls"
"374.41","prop_select_one","edu_barrier_d","There_is_a_lack_of_interest_Education_is_not_a_priority_either_for_the_child_or_the_household","wgq_dis_2 %/% child_gender_d","0 %/% Girls",0.272748383359298,0.24067926335859,0.304817503360006,609,2163,524.126921771966,1921.64996659768,"prop_select_one @/@ edu_barrier_d %/% There_is_a_lack_of_interest_Education_is_not_a_priority_either_for_the_child_or_the_household @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Girls"
"374.42","prop_select_one","edu_barrier_d","Unable_to_enroll_in_school_due_to_lack_of_documentation","wgq_dis_2 %/% child_gender_d","0 %/% Girls",0.0106018662732336,0.00463159511912838,0.0165721374273388,21,2163,20.3730759698324,1921.64996659768,"prop_select_one @/@ edu_barrier_d %/% Unable_to_enroll_in_school_due_to_lack_of_documentation @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Girls"
"374.43","prop_select_one","edu_barrier_d","Unable_to_enroll_in_school_due_to_recent_displacement_return_displacement_since_after_the_start_of_the_school_year","wgq_dis_2 %/% child_gender_d","0 %/% Girls",0.0264364857620595,0.0171878331509207,0.0356851383731982,53,2163,50.8016719816217,1921.64996659768,"prop_select_one @/@ edu_barrier_d %/% Unable_to_enroll_in_school_due_to_recent_displacement_return_displacement_since_after_the_start_of_the_school_year @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Girls"
"374.44","prop_select_one","edu_barrier_d",NA,"wgq_dis_2 %/% child_gender_d","0 %/% Girls",NA,NA,NA,3754,NA,NA,NA,"prop_select_one @/@ edu_barrier_d %/% NA @/@ wgq_dis_2 %/% 0 -/- child_gender_d %/% Girls"
"374.45","prop_select_one","edu_barrier_d","Cannot_afford_the_direct_costs_of_education_e_g_tuition_supplies_transportation","wgq_dis_2 %/% child_gender_d","1 %/% Boys",0.146698786045006,0.0671622206767974,0.226235351413214,24,151,18.1319376809309,123.5997799966,"prop_select_one @/@ edu_barrier_d %/% Cannot_afford_the_direct_costs_of_education_e_g_tuition_supplies_transportation @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Boys"
"374.46","prop_select_one","edu_barrier_d","Child_needs_to_work_at_home_or_on_the_households_own_farm_I_e_is_not_earning_an_income_for_these_activities_but_may_allow_other_family_members_to_earn_an_income","wgq_dis_2 %/% child_gender_d","1 %/% Boys",0.00141109065293085,-0.00136945045112013,0.00419163175698183,1,151,0.174410494257511,123.5997799966,"prop_select_one @/@ edu_barrier_d %/% Child_needs_to_work_at_home_or_on_the_households_own_farm_I_e_is_not_earning_an_income_for_these_activities_but_may_allow_other_family_members_to_earn_an_income @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Boys"
"374.47","prop_select_one","edu_barrier_d","Child_participating_in_income_generating_activities_outside_of_the_home","wgq_dis_2 %/% child_gender_d","1 %/% Boys",0.0646034963359653,0.00276721308851029,0.12643977958342,9,151,7.98497793413644,123.5997799966,"prop_select_one @/@ edu_barrier_d %/% Child_participating_in_income_generating_activities_outside_of_the_home @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Boys"
"374.48","prop_select_one","edu_barrier_d","Discrimination_or_stigmatization_of_the_child_for_any_reason","wgq_dis_2 %/% child_gender_d","1 %/% Boys",0.00812829146853133,-0.00778156967124878,0.0240381526083114,1,151,1.00465503725871,123.5997799966,"prop_select_one @/@ edu_barrier_d %/% Discrimination_or_stigmatization_of_the_child_for_any_reason @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Boys"
"374.49","prop_select_one","edu_barrier_d","Lack_of_appropriate_and_accessible_school","wgq_dis_2 %/% child_gender_d","1 %/% Boys",0.0837055840106238,0.0330842345761661,0.134326933445082,17,151,10.3459917682,123.5997799966,"prop_select_one @/@ edu_barrier_d %/% Lack_of_appropriate_and_accessible_school @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Boys"
"374.50","prop_select_one","edu_barrier_d","Language_issues","wgq_dis_2 %/% child_gender_d","1 %/% Boys",0.00570582725027376,-0.00548954925688257,0.0169012037574301,1,151,0.70523899283244,123.5997799966,"prop_select_one @/@ edu_barrier_d %/% Language_issues @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Boys"
"374.51","prop_select_one","edu_barrier_d","School_has_been_closed_due_to_damage_natural_disaster_conflict","wgq_dis_2 %/% child_gender_d","1 %/% Boys",0.0121049262515543,-0.00477299158409136,0.0289828440872,2,151,1.49616622156718,123.5997799966,"prop_select_one @/@ edu_barrier_d %/% School_has_been_closed_due_to_damage_natural_disaster_conflict @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Boys"
"374.52","prop_select_one","edu_barrier_d","The_childs_disability_or_health_issues_prevents_them_from_accessing_school","wgq_dis_2 %/% child_gender_d","1 %/% Boys",0.567247110079643,0.457832051066262,0.676662169093024,77,151,70.1116180095508,123.5997799966,"prop_select_one @/@ edu_barrier_d %/% The_childs_disability_or_health_issues_prevents_them_from_accessing_school @/@ wgq_dis_2 %/% 1 -/- child_gender_d %/% Boys"
